Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
A dominant - negative mutant of NF - kappaB p50 that binds DNA but fails to interact with Ets proteins inhibits the synergistic activation of the HIV - 1 and HIV - 2 enhancers by NF - kappaB ( p50 + p65) and Ets - 1, suggesting that physical interaction between Ets and NF - kappaB proteins is required for the transcriptional activity of the HIV - 1 and HIV - 2 enhancers.	NF - kappaB p50,32,47,Gene/Protein	Ets proteins,90,102,Gene/Protein	HIV - 1 and HIV - 2 enhancers,146,175,Gene/Protein	NF - kappaB,179,190,Gene/Protein	p50,193,196,Gene/Protein	p65,199,202,Gene/Protein	Ets - 1,208,215,Gene/Protein	Ets,262,265,Gene/Protein	NF - kappaB proteins,270,290,Gene/Protein	HIV - 1 and HIV - 2 enhancers,343,372,Gene/Protein	"[{""token"": ""NF - kappaB p50"", ""start_span"": 32, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""Ets proteins"", ""start_span"": 90, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""HIV - 1 and HIV - 2 enhancers"", ""start_span"": 146, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 179, ""end_span"": 190, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 193, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Gene/Protein""}, {""token"": ""Ets - 1"", ""start_span"": 208, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""Ets"", ""start_span"": 262, ""end_span"": 265, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB proteins"", ""start_span"": 270, ""end_span"": 290, ""type"": ""Gene/Protein""}, {""token"": ""HIV - 1 and HIV - 2 enhancers"", ""start_span"": 343, ""end_span"": 372, ""type"": ""Gene/Protein""}]"	train
A point mutation of a potential phosphatidylinositol 3 - kinase ( PI3 - K) binding site ( Y731EAM to Y731EAC) in 70Z / 3 disrupted the association of PI3 - K with 70Z / 3, but did not reduce the induction of NFAT activity, suggesting that the interaction between Cbl and PI3 - K is not required in the 70Z / 3 - mediated induction of NFAT.	Y731EAM,90,97,Gene/Protein	Y731EAC,101,108,Gene/Protein	70Z / 3,113,120,Gene/Protein	PI3 - K,150,157,Gene/Protein	70Z / 3,163,170,Gene/Protein	NFAT,208,212,Gene/Protein	Cbl,263,266,Gene/Protein	PI3 - K,271,278,Gene/Protein	70Z / 3,302,309,Gene/Protein	NFAT,334,338,Gene/Protein	"[{""token"": ""Y731EAM"", ""start_span"": 90, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""Y731EAC"", ""start_span"": 101, ""end_span"": 108, ""type"": ""Gene/Protein""}, {""token"": ""70Z / 3"", ""start_span"": 113, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""PI3 - K"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""70Z / 3"", ""start_span"": 163, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""NFAT"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Gene/Protein""}, {""token"": ""Cbl"", ""start_span"": 263, ""end_span"": 266, ""type"": ""Gene/Protein""}, {""token"": ""PI3 - K"", ""start_span"": 271, ""end_span"": 278, ""type"": ""Gene/Protein""}, {""token"": ""70Z / 3"", ""start_span"": 302, ""end_span"": 309, ""type"": ""Gene/Protein""}, {""token"": ""NFAT"", ""start_span"": 334, ""end_span"": 338, ""type"": ""Gene/Protein""}]"	train
While IL - 4 does not activate STAT5, it induces expression of STAT5 - regulated genes in CTLL - 2, i. e. beta - casein, a cytokine - inducible SH2 - containing protein ( CIS), and oncostatin M ( OSM), suggesting that STAT6 activated by IL - 4 substitutes for the function of STAT5 in T cells.	IL - 4,6,12,Gene/Protein	STAT5,31,36,Gene/Protein	STAT5 - regulated genes,63,86,Gene/Protein	beta - casein,106,119,Gene/Protein	cytokine - inducible SH2 - containing protein,123,168,Gene/Protein	CIS,171,174,Gene/Protein	oncostatin M,181,193,Gene/Protein	OSM,196,199,Gene/Protein	IL - 4,237,243,Gene/Protein	STAT5,276,281,Gene/Protein	"[{""token"": ""IL - 4"", ""start_span"": 6, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""STAT5 - regulated genes"", ""start_span"": 63, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""beta - casein"", ""start_span"": 106, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""cytokine - inducible SH2 - containing protein"", ""start_span"": 123, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""CIS"", ""start_span"": 171, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""oncostatin M"", ""start_span"": 181, ""end_span"": 193, ""type"": ""Gene/Protein""}, {""token"": ""OSM"", ""start_span"": 196, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 237, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 276, ""end_span"": 281, ""type"": ""Gene/Protein""}]"	train
Our studies now demonstrate that HTLV - 1 Tax activates the recently identified cellular kinases IkappaB kinase alpha ( IKKalpha) and IKKbeta, which normally phosphorylate IkappaB alpha on both of its N - terminal regulatory serines in response to tumor necrosis factor alpha ( TNF - alpha) and interleukin - 1 ( IL - 1) stimulation.	Tax,42,45,Gene/Protein	cellular kinases,80,96,Gene/Protein	IkappaB kinase alpha,97,117,Gene/Protein	IKKalpha,120,128,Gene/Protein	IKKbeta,134,141,Gene/Protein	IkappaB alpha,172,185,Gene/Protein	tumor necrosis factor alpha,248,275,Gene/Protein	TNF - alpha,278,289,Gene/Protein	interleukin - 1,295,310,Gene/Protein	IL - 1,313,319,Gene/Protein	"[{""token"": ""Tax"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""cellular kinases"", ""start_span"": 80, ""end_span"": 96, ""type"": ""Gene/Protein""}, {""token"": ""IkappaB kinase alpha"", ""start_span"": 97, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""IKKalpha"", ""start_span"": 120, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""IKKbeta"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""IkappaB alpha"", ""start_span"": 172, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor alpha"", ""start_span"": 248, ""end_span"": 275, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 278, ""end_span"": 289, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 1"", ""start_span"": 295, ""end_span"": 310, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1"", ""start_span"": 313, ""end_span"": 319, ""type"": ""Gene/Protein""}]"	train
We have previously reported that the T lymphocytes of a child with severe combined immunodeficiency are defective in the transcription of several lymphokine genes that include IL2, IL3, IL4, and IL5, which encode interleukins 2, 3, 4, and 5 ( IL - 2, - 3, - 4, and - 5).	lymphokine genes,146,162,Gene/Protein	IL2,176,179,Gene/Protein	IL3,181,184,Gene/Protein	IL4,186,189,Gene/Protein	IL5,195,198,Gene/Protein	interleukins,213,225,Gene/Protein	IL - 2,243,249,Gene/Protein	- 3,251,254,Gene/Protein	- 4,256,259,Gene/Protein	- 5,265,268,Gene/Protein	"[{""token"": ""lymphokine genes"", ""start_span"": 146, ""end_span"": 162, ""type"": ""Gene/Protein""}, {""token"": ""IL2"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""IL3"", ""start_span"": 181, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""IL4"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""IL5"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""interleukins"", ""start_span"": 213, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 243, ""end_span"": 249, ""type"": ""Gene/Protein""}, {""token"": ""- 3"", ""start_span"": 251, ""end_span"": 254, ""type"": ""Gene/Protein""}, {""token"": ""- 4"", ""start_span"": 256, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""- 5"", ""start_span"": 265, ""end_span"": 268, ""type"": ""Gene/Protein""}]"	train
The Rel / NF - kappa B family of transcription factors is composed of two distinct subgroups, proteins that undergo proteolytic processing and contain SWI6 / ankyrin repeats in their carboxyl termini ( p105, p98), and those without such repeats that do not require processing ( p65, c - Rel, RelB, and Dorsal).	Rel / NF - kappa B family,4,29,Gene/Protein	transcription factors,33,54,Gene/Protein	SWI6 / ankyrin repeats,151,173,Gene/Protein	carboxyl termini,183,199,Gene/Protein	p105,202,206,Gene/Protein	p98,208,211,Gene/Protein	p65,278,281,Gene/Protein	c - Rel,283,290,Gene/Protein	RelB,292,296,Gene/Protein	Dorsal,302,308,Gene/Protein	"[{""token"": ""Rel / NF - kappa B family"", ""start_span"": 4, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 33, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""SWI6 / ankyrin repeats"", ""start_span"": 151, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""carboxyl termini"", ""start_span"": 183, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""p105"", ""start_span"": 202, ""end_span"": 206, ""type"": ""Gene/Protein""}, {""token"": ""p98"", ""start_span"": 208, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 278, ""end_span"": 281, ""type"": ""Gene/Protein""}, {""token"": ""c - Rel"", ""start_span"": 283, ""end_span"": 290, ""type"": ""Gene/Protein""}, {""token"": ""RelB"", ""start_span"": 292, ""end_span"": 296, ""type"": ""Gene/Protein""}, {""token"": ""Dorsal"", ""start_span"": 302, ""end_span"": 308, ""type"": ""Gene/Protein""}]"	train
In this study, we demonstrate reconstitution of a cell - free processing system and demonstrate directly that: ( a) the ubiquitin - proteasome system is involved in processing of the intact p105 precursor, ( b) conjugation of ubiquitin to the precursor is an essential intermediate step in the processing, ( c) the recently discovered novel species of the ubiquitin - carrier protein, E2 - F1, that is involved in the conjugation and degradation of p53, is also required for the limited processing of the p105 precursor, and ( d) a novel, approximately 320 - kDa species of ubiquitin - protein ligase, is involved in the process.	ubiquitin,120,129,Gene/Protein	- proteasome,130,142,Gene/Protein	p105,190,194,Gene/Protein	ubiquitin,226,235,Gene/Protein	ubiquitin - carrier protein,356,383,Gene/Protein	E2 - F1,385,392,Gene/Protein	p53,449,452,Gene/Protein	p105 precursor,505,519,Gene/Protein	320 - kDa species,553,570,Gene/Protein	ubiquitin - protein ligase,574,600,Gene/Protein	"[{""token"": ""ubiquitin"", ""start_span"": 120, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""- proteasome"", ""start_span"": 130, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""p105"", ""start_span"": 190, ""end_span"": 194, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitin"", ""start_span"": 226, ""end_span"": 235, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitin - carrier protein"", ""start_span"": 356, ""end_span"": 383, ""type"": ""Gene/Protein""}, {""token"": ""E2 - F1"", ""start_span"": 385, ""end_span"": 392, ""type"": ""Gene/Protein""}, {""token"": ""p53"", ""start_span"": 449, ""end_span"": 452, ""type"": ""Gene/Protein""}, {""token"": ""p105 precursor"", ""start_span"": 505, ""end_span"": 519, ""type"": ""Gene/Protein""}, {""token"": ""320 - kDa species"", ""start_span"": 553, ""end_span"": 570, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitin - protein ligase"", ""start_span"": 574, ""end_span"": 600, ""type"": ""Gene/Protein""}]"	train
In THP - 1 cells, Fc gamma R cross - linking induced NF - kappa B, which is known to bind to the regulatory region of the long terminal repeat ( LTR) of HIV - 1 and to activate HIV - 1 transcription. Anti - TNF - alpha antibody but not anti - IL - 1 beta antibody strongly inhibited both the induction of HIV - 1 - LTR - driven transcription and the induction of NF - kappa B by Fc gamma R cross - linking.	Fc gamma R,18,28,Gene/Protein	NF - kappa B,53,65,Gene/Protein	regulatory region,97,114,Gene/Protein	long terminal repeat,122,142,Gene/Protein	LTR,145,148,Gene/Protein	Anti - TNF - alpha antibody,200,227,Gene/Protein	anti - IL - 1 beta antibody,236,263,Gene/Protein	LTR,315,318,Gene/Protein	NF - kappa B,363,375,Gene/Protein	Fc gamma R,379,389,Gene/Protein	"[{""token"": ""Fc gamma R"", ""start_span"": 18, ""end_span"": 28, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 53, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""regulatory region"", ""start_span"": 97, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""long terminal repeat"", ""start_span"": 122, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""LTR"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""Anti - TNF - alpha antibody"", ""start_span"": 200, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""anti - IL - 1 beta antibody"", ""start_span"": 236, ""end_span"": 263, ""type"": ""Gene/Protein""}, {""token"": ""LTR"", ""start_span"": 315, ""end_span"": 318, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 363, ""end_span"": 375, ""type"": ""Gene/Protein""}, {""token"": ""Fc gamma R"", ""start_span"": 379, ""end_span"": 389, ""type"": ""Gene/Protein""}]"	train
Using fluorescence in situ hybridization ( FISH), we show here that the genes encoding the TATA - box binding protein ( TBP), TFIIB, TFIIE alpha, TFIIE beta, RAP30, RAP74 and the 62 kDa subunit, of TFIIH are located at the human chromosomal bands 6q26 - 27, 1p21 - 22, 3q21 - 24, 8p12, 13q14, 19p13. 3 and 11p14 - 15. 1, respectively.	genes,72,77,Gene/Protein	TATA - box binding protein,91,117,Gene/Protein	TBP,120,123,Gene/Protein	TFIIB,126,131,Gene/Protein	TFIIE alpha,133,144,Gene/Protein	TFIIE beta,146,156,Gene/Protein	RAP30,158,163,Gene/Protein	RAP74,165,170,Gene/Protein	62 kDa subunit,179,193,Gene/Protein	TFIIH,198,203,Gene/Protein	"[{""token"": ""genes"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Gene/Protein""}, {""token"": ""TATA - box binding protein"", ""start_span"": 91, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""TBP"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""TFIIB"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""TFIIE alpha"", ""start_span"": 133, ""end_span"": 144, ""type"": ""Gene/Protein""}, {""token"": ""TFIIE beta"", ""start_span"": 146, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""RAP30"", ""start_span"": 158, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""RAP74"", ""start_span"": 165, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""62 kDa subunit"", ""start_span"": 179, ""end_span"": 193, ""type"": ""Gene/Protein""}, {""token"": ""TFIIH"", ""start_span"": 198, ""end_span"": 203, ""type"": ""Gene/Protein""}]"	train
To determine the contribution of the cytoplasmic domain of the IL - 7 receptor alpha chain ( IL - 7R alpha) to activation of STAT proteins, transfectants of the murine pro - B cell line BAF3 were made that express chimeric receptors consisting of the extracellular domain of human granulocyte colony - stimulating factor receptor ( G - CSF - R) and the transmembrane and intracellular domains of human IL - 7R alpha.	cytoplasmic domain,37,55,Gene/Protein	IL - 7 receptor alpha chain,63,90,Gene/Protein	IL - 7R alpha,93,106,Gene/Protein	STAT proteins,125,138,Gene/Protein	chimeric receptors,214,232,Gene/Protein	extracellular domain,251,271,Gene/Protein	human granulocyte colony - stimulating factor receptor,275,329,Gene/Protein	G - CSF - R,332,343,Gene/Protein	transmembrane and intracellular domains,353,392,Gene/Protein	human IL - 7R alpha,396,415,Gene/Protein	"[{""token"": ""cytoplasmic domain"", ""start_span"": 37, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""IL - 7 receptor alpha chain"", ""start_span"": 63, ""end_span"": 90, ""type"": ""Gene/Protein""}, {""token"": ""IL - 7R alpha"", ""start_span"": 93, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""STAT proteins"", ""start_span"": 125, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""chimeric receptors"", ""start_span"": 214, ""end_span"": 232, ""type"": ""Gene/Protein""}, {""token"": ""extracellular domain"", ""start_span"": 251, ""end_span"": 271, ""type"": ""Gene/Protein""}, {""token"": ""human granulocyte colony - stimulating factor receptor"", ""start_span"": 275, ""end_span"": 329, ""type"": ""Gene/Protein""}, {""token"": ""G - CSF - R"", ""start_span"": 332, ""end_span"": 343, ""type"": ""Gene/Protein""}, {""token"": ""transmembrane and intracellular domains"", ""start_span"": 353, ""end_span"": 392, ""type"": ""Gene/Protein""}, {""token"": ""human IL - 7R alpha"", ""start_span"": 396, ""end_span"": 415, ""type"": ""Gene/Protein""}]"	train
This effect was specifically due to Tat, since Jurkat and U937 cells cotransfected either with tat cDNA in antisense orientation ( tat / AS), tat carrying a mutation in the aminoacid cys22 - gly22 ( tat 22 / S) or with the backbone vector alone ( pRPneo - SL3) did not show any significant difference in c - fos promoter activity as compared to cells transfected with FC3 plasmid alone.	Tat,36,39,Gene/Protein	tat cDNA,95,103,Gene/Protein	tat / AS,131,139,Gene/Protein	tat,142,145,Gene/Protein	aminoacid cys22 - gly22,173,196,Gene/Protein	tat 22 / S,199,209,Gene/Protein	backbone vector alone,223,244,Gene/Protein	pRPneo - SL3,247,259,Gene/Protein	c - fos promoter,304,320,Gene/Protein	FC3 plasmid,368,379,Gene/Protein	"[{""token"": ""Tat"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""tat cDNA"", ""start_span"": 95, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""tat / AS"", ""start_span"": 131, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""tat"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""aminoacid cys22 - gly22"", ""start_span"": 173, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""tat 22 / S"", ""start_span"": 199, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""backbone vector alone"", ""start_span"": 223, ""end_span"": 244, ""type"": ""Gene/Protein""}, {""token"": ""pRPneo - SL3"", ""start_span"": 247, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""c - fos promoter"", ""start_span"": 304, ""end_span"": 320, ""type"": ""Gene/Protein""}, {""token"": ""FC3 plasmid"", ""start_span"": 368, ""end_span"": 379, ""type"": ""Gene/Protein""}]"	train
V3 - BH10 neither blocked radiolabeled IL - 2 binding to IL - 2 receptors nor affected tyrosyl phosphorylation of several cellular proteins ( p120, p98, p96, p54, and p38), which is immediately induced by IL - 2 stimulation.	V3 - BH10,0,9,Gene/Protein	IL - 2,39,45,Gene/Protein	IL - 2 receptors,57,73,Gene/Protein	cellular proteins,122,139,Gene/Protein	p120,142,146,Gene/Protein	p98,148,151,Gene/Protein	p96,153,156,Gene/Protein	p54,158,161,Gene/Protein	p38,167,170,Gene/Protein	IL - 2,205,211,Gene/Protein	"[{""token"": ""V3 - BH10"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 39, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 receptors"", ""start_span"": 57, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""cellular proteins"", ""start_span"": 122, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""p120"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""p98"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Gene/Protein""}, {""token"": ""p96"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""p54"", ""start_span"": 158, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""p38"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 205, ""end_span"": 211, ""type"": ""Gene/Protein""}]"	train
The eosinophilic characteristics of YJ cells were confirmed by histochemical staining with Fast - Green / Neutral - Red and by the expression of mRNAs for eosinophil - associated granule proteins, eosinophil cationic protein ( ECP), eosinophil - derived neurotoxin ( EDN), eosinophil peroxidase ( EPO), and major basic protein ( MBP), and for the Charcot - Leyden crystal ( CLC) protein.	mRNAs,145,150,Gene/Protein	eosinophil - associated granule proteins,155,195,Gene/Protein	eosinophil cationic protein,197,224,Gene/Protein	ECP,227,230,Gene/Protein	eosinophil - derived neurotoxin,233,264,Gene/Protein	EDN,267,270,Gene/Protein	eosinophil peroxidase,273,294,Gene/Protein	EPO,297,300,Gene/Protein	major basic protein,307,326,Gene/Protein	MBP,329,332,Gene/Protein	"[{""token"": ""mRNAs"", ""start_span"": 145, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""eosinophil - associated granule proteins"", ""start_span"": 155, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""eosinophil cationic protein"", ""start_span"": 197, ""end_span"": 224, ""type"": ""Gene/Protein""}, {""token"": ""ECP"", ""start_span"": 227, ""end_span"": 230, ""type"": ""Gene/Protein""}, {""token"": ""eosinophil - derived neurotoxin"", ""start_span"": 233, ""end_span"": 264, ""type"": ""Gene/Protein""}, {""token"": ""EDN"", ""start_span"": 267, ""end_span"": 270, ""type"": ""Gene/Protein""}, {""token"": ""eosinophil peroxidase"", ""start_span"": 273, ""end_span"": 294, ""type"": ""Gene/Protein""}, {""token"": ""EPO"", ""start_span"": 297, ""end_span"": 300, ""type"": ""Gene/Protein""}, {""token"": ""major basic protein"", ""start_span"": 307, ""end_span"": 326, ""type"": ""Gene/Protein""}, {""token"": ""MBP"", ""start_span"": 329, ""end_span"": 332, ""type"": ""Gene/Protein""}]"	train
Nonetheless, a membrane - proximal region of human IL - 2R beta ( Asn240 - Leu335) was critical for JAK3 activation, and the amount of JAK3 present in activated IL - 2 receptor complexes increased with time, suggesting that stabilization of JAK3 binding to the receptor complex relies on both IL - 2R beta and IL - 2R gamma.	membrane - proximal region,15,41,Gene/Protein	IL - 2R beta,51,63,Gene/Protein	Asn240 - Leu335,66,81,Gene/Protein	JAK3,100,104,Gene/Protein	JAK3,135,139,Gene/Protein	IL - 2 receptor complexes,161,186,Gene/Protein	JAK3,241,245,Gene/Protein	receptor complex,261,277,Gene/Protein	IL - 2R beta,293,305,Gene/Protein	IL - 2R gamma,310,323,Gene/Protein	"[{""token"": ""membrane - proximal region"", ""start_span"": 15, ""end_span"": 41, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R beta"", ""start_span"": 51, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""Asn240 - Leu335"", ""start_span"": 66, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 135, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 receptor complexes"", ""start_span"": 161, ""end_span"": 186, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 241, ""end_span"": 245, ""type"": ""Gene/Protein""}, {""token"": ""receptor complex"", ""start_span"": 261, ""end_span"": 277, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R beta"", ""start_span"": 293, ""end_span"": 305, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R gamma"", ""start_span"": 310, ""end_span"": 323, ""type"": ""Gene/Protein""}]"	train
