Consistent with the in vitro data, GSE treatment of tumor - bearing mice led to concomitant reduction of blood vessel density and phosphorylation of mitogen - activated protein kinase.	"GSE	35	38	Organism_substance"	"tumor	52	57	Cancer"	"mice	68	72	Organism"	"blood vessel	105	117	Multi"	"mitogen - activated protein kinase	149	183	Gene_or_gene_product"	"[{""token"": ""GSE"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Organism_substance""}, {""token"": ""tumor"", ""start_span"": 52, ""end_span"": 57, ""type"": ""Cancer""}, {""token"": ""mice"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Organism""}, {""token"": ""blood vessel"", ""start_span"": 105, ""end_span"": 117, ""type"": ""Multi""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 149, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}]"
Depletion of polyphenol with polyvinylpyrrolidone abolished the antiangiogenic activity of GSE, suggesting a water - soluble fraction of polyphenol in GSE is responsible for the antiangiogenic activity.	"polyphenol	13	23	Chemical"	"polyvinylpyrrolidone	29	49	Chemical"	"GSE	91	94	Organism_substance"	"polyphenol	137	147	Chemical"	"GSE	151	154	Organism_substance"	"[{""token"": ""polyphenol"", ""start_span"": 13, ""end_span"": 23, ""type"": ""Chemical""}, {""token"": ""polyvinylpyrrolidone"", ""start_span"": 29, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""GSE"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Organism_substance""}, {""token"": ""polyphenol"", ""start_span"": 137, ""end_span"": 147, ""type"": ""Chemical""}, {""token"": ""GSE"", ""start_span"": 151, ""end_span"": 154, ""type"": ""Organism_substance""}]"
Our studies demonstrate that IFI16 mediates ICAM - 1 stimulation by TNF - alpha through the NF - kappaB pathway, thus reinforcing the role of the IFI16 molecule in the inflammation process.	"IFI16	29	34	Gene_or_gene_product"	"ICAM - 1	44	52	Gene_or_gene_product"	"TNF - alpha	68	79	Gene_or_gene_product"	"NF - kappaB	92	103	Gene_or_gene_product"	"IFI16	146	151	Gene_or_gene_product"	"[{""token"": ""IFI16"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""ICAM - 1"", ""start_span"": 44, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF - alpha"", ""start_span"": 68, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 92, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""IFI16"", ""start_span"": 146, ""end_span"": 151, ""type"": ""Gene_or_gene_product""}]"
Impact of tumor cell VEGF expression on the in vivo efficacy of vandetanib ( ZACTIMA; ZD6474).	"tumor cell	10	20	Cell"	"VEGF	21	25	Gene_or_gene_product"	"vandetanib	64	74	Chemical"	"ZACTIMA	77	84	Chemical"	"ZD6474	86	92	Chemical"	"[{""token"": ""tumor cell"", ""start_span"": 10, ""end_span"": 20, ""type"": ""Cell""}, {""token"": ""VEGF"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""vandetanib"", ""start_span"": 64, ""end_span"": 74, ""type"": ""Chemical""}, {""token"": ""ZACTIMA"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""ZD6474"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Chemical""}]"
An intradermal angiogenesis assay was used to demonstrate that a 4 - day treatment with vandetanib ( 50 mg / kg / day) was able to significantly inhibit blood vessel growth induced by both parental and high VEGF - expressing tumor cell clones.	"intradermal	3	14	Multi"	"vandetanib	88	98	Chemical"	"blood vessel	153	165	Multi"	"VEGF	207	211	Gene_or_gene_product"	"tumor cell clones	225	242	Cell"	"[{""token"": ""intradermal"", ""start_span"": 3, ""end_span"": 14, ""type"": ""Multi""}, {""token"": ""vandetanib"", ""start_span"": 88, ""end_span"": 98, ""type"": ""Chemical""}, {""token"": ""blood vessel"", ""start_span"": 153, ""end_span"": 165, ""type"": ""Multi""}, {""token"": ""VEGF"", ""start_span"": 207, ""end_span"": 211, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor cell clones"", ""start_span"": 225, ""end_span"": 242, ""type"": ""Cell""}]"
In the HT29 tumor model, treatment response to vandetanib ( 50 mg / kg / day, Monday - Friday for 2 weeks) was greatest in xenografts derived from the highest VEGF - expressing cell clones.	"HT29 tumor	7	17	Cancer"	"vandetanib	47	57	Chemical"	"xenografts	123	133	Cancer"	"VEGF	159	163	Gene_or_gene_product"	"cell clones	177	188	Cell"	"[{""token"": ""HT29 tumor"", ""start_span"": 7, ""end_span"": 17, ""type"": ""Cancer""}, {""token"": ""vandetanib"", ""start_span"": 47, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""xenografts"", ""start_span"": 123, ""end_span"": 133, ""type"": ""Cancer""}, {""token"": ""VEGF"", ""start_span"": 159, ""end_span"": 163, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell clones"", ""start_span"": 177, ""end_span"": 188, ""type"": ""Cell""}]"
We previously showed that disruption of TGF - beta signaling by dominant - negative TGF - beta type II receptor in a diffuse - type gastric carcinoma model accelerated tumor growth through induction of tumor angiogenesis by decreased expression of the anti - angiogenic factor thrombospondin ( TSP) - 1.	"TGF - beta	40	50	Gene_or_gene_product"	"TGF - beta type II receptor	84	111	Gene_or_gene_product"	"gastric carcinoma	132	149	Cancer"	"tumor	168	173	Cancer"	"tumor	202	207	Cancer"	"[{""token"": ""TGF - beta"", ""start_span"": 40, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""TGF - beta type II receptor"", ""start_span"": 84, ""end_span"": 111, ""type"": ""Gene_or_gene_product""}, {""token"": ""gastric carcinoma"", ""start_span"": 132, ""end_span"": 149, ""type"": ""Cancer""}, {""token"": ""tumor"", ""start_span"": 168, ""end_span"": 173, ""type"": ""Cancer""}, {""token"": ""tumor"", ""start_span"": 202, ""end_span"": 207, ""type"": ""Cancer""}]"
Similar to tumors expressing dominant - negative TGF - beta type II receptor, histochemical studies revealed less fibrosis and increased angiogenesis in xenografted tumors expressing c - Ski compared to control tumors.	"tumors	11	17	Cancer"	"TGF - beta type II receptor	49	76	Gene_or_gene_product"	"tumors	165	171	Cancer"	"c - Ski	183	190	Gene_or_gene_product"	"tumors	211	217	Cancer"	"[{""token"": ""tumors"", ""start_span"": 11, ""end_span"": 17, ""type"": ""Cancer""}, {""token"": ""TGF - beta type II receptor"", ""start_span"": 49, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumors"", ""start_span"": 165, ""end_span"": 171, ""type"": ""Cancer""}, {""token"": ""c - Ski"", ""start_span"": 183, ""end_span"": 190, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumors"", ""start_span"": 211, ""end_span"": 217, ""type"": ""Cancer""}]"
beta2 - glycoprotein I ( beta2GPI) is proteolytically cleaved by plasmin in its domain V ( nicked beta2GPI), resulting in binding to plasminogen.	"beta2 - glycoprotein I	0	22	Gene_or_gene_product"	"beta2GPI	25	33	Gene_or_gene_product"	"plasmin	65	72	Gene_or_gene_product"	"nicked beta2GPI	91	106	Gene_or_gene_product"	"plasminogen	133	144	Gene_or_gene_product"	"[{""token"": ""beta2 - glycoprotein I"", ""start_span"": 0, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta2GPI"", ""start_span"": 25, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}, {""token"": ""plasmin"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""nicked beta2GPI"", ""start_span"": 91, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}, {""token"": ""plasminogen"", ""start_span"": 133, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"
Dopamine pretreatment increases the translocation and colocalization of Src - homology - 2 - domain - containing protein tyrosine phosphatase ( SHP - 2) with D2DR at the cell surface.	"Dopamine	0	8	Chemical"	"Src - homology - 2 - domain - containing protein tyrosine phosphatase	72	141	Gene_or_gene_product"	"SHP - 2	144	151	Gene_or_gene_product"	"D2DR	158	162	Gene_or_gene_product"	"cell surface	170	182	Cellular_component"	"[{""token"": ""Dopamine"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Chemical""}, {""token"": ""Src - homology - 2 - domain - containing protein tyrosine phosphatase"", ""start_span"": 72, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}, {""token"": ""SHP - 2"", ""start_span"": 144, ""end_span"": 151, ""type"": ""Gene_or_gene_product""}, {""token"": ""D2DR"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell surface"", ""start_span"": 170, ""end_span"": 182, ""type"": ""Cellular_component""}]"
We also observe that SHP - 2 knockdown impairs the dopamine - regulated inhibition of VEGF - induced phosphorylation of VEGFR - 2 and, subsequently, Src phosphorylation and migration.	"SHP - 2	21	28	Gene_or_gene_product"	"dopamine	51	59	Chemical"	"VEGF	86	90	Gene_or_gene_product"	"VEGFR - 2	120	129	Gene_or_gene_product"	"Src	149	152	Gene_or_gene_product"	"[{""token"": ""SHP - 2"", ""start_span"": 21, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}, {""token"": ""dopamine"", ""start_span"": 51, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""VEGF"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGFR - 2"", ""start_span"": 120, ""end_span"": 129, ""type"": ""Gene_or_gene_product""}, {""token"": ""Src"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}]"
To investigate how CSC contribute to tumor vascular development, we used an approach comparing tumor xenografts of the C6 glioma cell line containing either a low or a high fraction of CSC.	"CSC	19	22	Cell"	"tumor vascular	37	51	Multi"	"tumor xenografts	95	111	Cancer"	"C6 glioma cell line	119	138	Cell"	"CSC	185	188	Cell"	"[{""token"": ""CSC"", ""start_span"": 19, ""end_span"": 22, ""type"": ""Cell""}, {""token"": ""tumor vascular"", ""start_span"": 37, ""end_span"": 51, ""type"": ""Multi""}, {""token"": ""tumor xenografts"", ""start_span"": 95, ""end_span"": 111, ""type"": ""Cancer""}, {""token"": ""C6 glioma cell line"", ""start_span"": 119, ""end_span"": 138, ""type"": ""Cell""}, {""token"": ""CSC"", ""start_span"": 185, ""end_span"": 188, ""type"": ""Cell""}]"
BACKGROUND: CDC4 / FBXW7, encoding a ubiquitin ligase, maps to 4q32 and has been implicated as a tumor suppressor gene and therapeutic target in many tumor types.	"CDC4	12	16	Gene_or_gene_product"	"FBXW7	19	24	Gene_or_gene_product"	"ubiquitin	37	46	Gene_or_gene_product"	"tumor	97	102	Cancer"	"tumor	150	155	Cancer"	"[{""token"": ""CDC4"", ""start_span"": 12, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""FBXW7"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene_or_gene_product""}, {""token"": ""ubiquitin"", ""start_span"": 37, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Cancer""}, {""token"": ""tumor"", ""start_span"": 150, ""end_span"": 155, ""type"": ""Cancer""}]"
BI - 1 ( Bax inhibitor - 1), an apoptosis - inhibiting gene belonging to the Bcl - 2 protein family, plays an important role in mitochondrial apoptosis pathway to suppress Bax - induced apoptosis.	"BI - 1	0	6	Gene_or_gene_product"	"Bax inhibitor - 1	9	26	Gene_or_gene_product"	"Bcl - 2	77	84	Gene_or_gene_product"	"mitochondrial	128	141	Cellular_component"	"Bax	172	175	Gene_or_gene_product"	"[{""token"": ""BI - 1"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bax inhibitor - 1"", ""start_span"": 9, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - 2"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""mitochondrial"", ""start_span"": 128, ""end_span"": 141, ""type"": ""Cellular_component""}, {""token"": ""Bax"", ""start_span"": 172, ""end_span"": 175, ""type"": ""Gene_or_gene_product""}]"
To investigate the potential role of BI - 1 in promoting cell growth and tumorigenesis, in the present study we overexpressed the BI - 1 gene in NIH3T3 cells using the lentivirus - mediated gene expression system.	"BI - 1	37	43	Gene_or_gene_product"	"cell	57	61	Cell"	"BI - 1	130	136	Gene_or_gene_product"	"NIH3T3 cells	145	157	Cell"	"lentivirus	168	178	Organism"	"[{""token"": ""BI - 1"", ""start_span"": 37, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Cell""}, {""token"": ""BI - 1"", ""start_span"": 130, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}, {""token"": ""NIH3T3 cells"", ""start_span"": 145, ""end_span"": 157, ""type"": ""Cell""}, {""token"": ""lentivirus"", ""start_span"": 168, ""end_span"": 178, ""type"": ""Organism""}]"
1, 4 - phenylenebis ( methylene) selenocyanate, but not selenomethionine, inhibits androgen receptor and Akt signaling in human prostate cancer cells.	"selenomethionine	56	72	Chemical"	"androgen receptor	83	100	Gene_or_gene_product"	"Akt	105	108	Gene_or_gene_product"	"human	122	127	Organism"	"prostate cancer cells	128	149	Cell"	"[{""token"": ""selenomethionine"", ""start_span"": 56, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""androgen receptor"", ""start_span"": 83, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 105, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Organism""}, {""token"": ""prostate cancer cells"", ""start_span"": 128, ""end_span"": 149, ""type"": ""Cell""}]"
A number of signaling cascades have been shown to play important roles in prostate cancer development and progression, including the androgen receptor ( AR) and phosphatidylinositol 3 - kinase / Akt signaling pathways.	"prostate cancer	74	89	Cancer"	"androgen receptor	133	150	Gene_or_gene_product"	"AR	153	155	Gene_or_gene_product"	"phosphatidylinositol 3 - kinase	161	192	Gene_or_gene_product"	"Akt	195	198	Gene_or_gene_product"	"[{""token"": ""prostate cancer"", ""start_span"": 74, ""end_span"": 89, ""type"": ""Cancer""}, {""token"": ""androgen receptor"", ""start_span"": 133, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}, {""token"": ""AR"", ""start_span"": 153, ""end_span"": 155, ""type"": ""Gene_or_gene_product""}, {""token"": ""phosphatidylinositol 3 - kinase"", ""start_span"": 161, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Gene_or_gene_product""}]"
Incubation with 1 micromol / L sanguinarine for 4 and 24h killed more efficiently MG - 63 cells than SaOS - 2 cells, while incubation with 5 micromol / L sanguinarine killed almost 100% of both cell populations within 24h.	"sanguinarine	31	43	Chemical"	"MG - 63 cells	82	95	Cell"	"SaOS - 2 cells	101	115	Cell"	"sanguinarine	154	166	Chemical"	"cell populations	194	210	Cell"	"[{""token"": ""sanguinarine"", ""start_span"": 31, ""end_span"": 43, ""type"": ""Chemical""}, {""token"": ""MG - 63 cells"", ""start_span"": 82, ""end_span"": 95, ""type"": ""Cell""}, {""token"": ""SaOS - 2 cells"", ""start_span"": 101, ""end_span"": 115, ""type"": ""Cell""}, {""token"": ""sanguinarine"", ""start_span"": 154, ""end_span"": 166, ""type"": ""Chemical""}, {""token"": ""cell populations"", ""start_span"": 194, ""end_span"": 210, ""type"": ""Cell""}]"
This treatment also changed the mitochondrial membrane potential in both MG - 63 and SaOS - 2 cells within 1h, caused chromatin condensation and the formation of apoptotic bodies.	"mitochondrial membrane	32	54	Cellular_component"	"MG - 63	73	80	Cell"	"SaOS - 2 cells	85	99	Cell"	"chromatin	118	127	Cellular_component"	"apoptotic bodies	162	178	Cellular_component"	"[{""token"": ""mitochondrial membrane"", ""start_span"": 32, ""end_span"": 54, ""type"": ""Cellular_component""}, {""token"": ""MG - 63"", ""start_span"": 73, ""end_span"": 80, ""type"": ""Cell""}, {""token"": ""SaOS - 2 cells"", ""start_span"": 85, ""end_span"": 99, ""type"": ""Cell""}, {""token"": ""chromatin"", ""start_span"": 118, ""end_span"": 127, ""type"": ""Cellular_component""}, {""token"": ""apoptotic bodies"", ""start_span"": 162, ""end_span"": 178, ""type"": ""Cellular_component""}]"
When TB4 expression in B16F10 cells was inhibited by the infection with small hairpin ( sh) RNA of TB4 cloned in lentiviral vector, tumor cell migration was retarded.	"TB4	5	8	Gene_or_gene_product"	"B16F10 cells	23	35	Cell"	"TB4	99	102	Gene_or_gene_product"	"lentiviral	113	123	Organism"	"tumor cell	132	142	Cell"	"[{""token"": ""TB4"", ""start_span"": 5, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""B16F10 cells"", ""start_span"": 23, ""end_span"": 35, ""type"": ""Cell""}, {""token"": ""TB4"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""lentiviral"", ""start_span"": 113, ""end_span"": 123, ""type"": ""Organism""}, {""token"": ""tumor cell"", ""start_span"": 132, ""end_span"": 142, ""type"": ""Cell""}]"
HIF - 1alpha stabilization and the expression of VEGF isoform 165 and 121 in hypoxia were also reduced by the infection of lentiviral shRNA of TB4 in B16F10 cells.	"HIF - 1alpha	0	12	Gene_or_gene_product"	"VEGF	49	53	Gene_or_gene_product"	"lentiviral	123	133	Organism"	"TB4	143	146	Gene_or_gene_product"	"B16F10 cells	150	162	Cell"	"[{""token"": ""HIF - 1alpha"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""lentiviral"", ""start_span"": 123, ""end_span"": 133, ""type"": ""Organism""}, {""token"": ""TB4"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}, {""token"": ""B16F10 cells"", ""start_span"": 150, ""end_span"": 162, ""type"": ""Cell""}]"
In vivo studies, CT26 cancer cells were implanted into BALB / c mice and groups of mice were treated with vehicle, DATS ( 10 and 50 mg / kg of body weight).	"CT26 cancer cells	17	34	Cell"	"BALB / c mice	55	68	Organism"	"mice	83	87	Organism"	"DATS	115	119	Chemical"	"body	143	147	Organism_subdivision"	"[{""token"": ""CT26 cancer cells"", ""start_span"": 17, ""end_span"": 34, ""type"": ""Cell""}, {""token"": ""BALB / c mice"", ""start_span"": 55, ""end_span"": 68, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Organism""}, {""token"": ""DATS"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Chemical""}, {""token"": ""body"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Organism_subdivision""}]"
The expression of HMGA2 modulates the expression of hTERT, resulting in cells with enhanced telomerase activities and increased telomere length.	"HMGA2	18	23	Gene_or_gene_product"	"hTERT	52	57	Gene_or_gene_product"	"cells	72	77	Cell"	"telomerase	92	102	Gene_or_gene_product"	"telomere	128	136	Cellular_component"	"[{""token"": ""HMGA2"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}, {""token"": ""hTERT"", ""start_span"": 52, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Cell""}, {""token"": ""telomerase"", ""start_span"": 92, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""telomere"", ""start_span"": 128, ""end_span"": 136, ""type"": ""Cellular_component""}]"
Moreover, HMGA2 knockdown by short hairpin HMGA2 in HepG2 cells leads to progressive telomere shortening and a concurrent decrease of steady - state hTERT mRNA levels, attenuating their ability to form colonies in soft agar.	"HMGA2	10	15	Gene_or_gene_product"	"HMGA2	43	48	Gene_or_gene_product"	"HepG2 cells	52	63	Cell"	"telomere	85	93	Cellular_component"	"hTERT	149	154	Gene_or_gene_product"	"[{""token"": ""HMGA2"", ""start_span"": 10, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""HMGA2"", ""start_span"": 43, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""HepG2 cells"", ""start_span"": 52, ""end_span"": 63, ""type"": ""Cell""}, {""token"": ""telomere"", ""start_span"": 85, ""end_span"": 93, ""type"": ""Cellular_component""}, {""token"": ""hTERT"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}]"
Aglycon of rhizochalin from the Rhizochalina incrustata induces apoptosis via activation of AMP - activated protein kinase in HT - 29 colon cancer cells.	"Aglycon	0	7	Chemical"	"rhizochalin	11	22	Chemical"	"Rhizochalina incrustata	32	55	Organism"	"AMP - activated protein kinase	92	122	Gene_or_gene_product"	"HT - 29 colon cancer cells	126	152	Cell"	"[{""token"": ""Aglycon"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""rhizochalin"", ""start_span"": 11, ""end_span"": 22, ""type"": ""Chemical""}, {""token"": ""Rhizochalina incrustata"", ""start_span"": 32, ""end_span"": 55, ""type"": ""Organism""}, {""token"": ""AMP - activated protein kinase"", ""start_span"": 92, ""end_span"": 122, ""type"": ""Gene_or_gene_product""}, {""token"": ""HT - 29 colon cancer cells"", ""start_span"": 126, ""end_span"": 152, ""type"": ""Cell""}]"
Overall, our findings identify AMPK as an important target protein for mediating the anti - tumor properties of AglRhz in HT - 29 colon cancer cells and have important implication for sponges, the most important marine source, in colon cancer.	"AMPK	31	35	Gene_or_gene_product"	"tumor	92	97	Cancer"	"AglRhz	112	118	Chemical"	"HT - 29 colon cancer cells	122	148	Cell"	"colon cancer	230	242	Cancer"	"[{""token"": ""AMPK"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Cancer""}, {""token"": ""AglRhz"", ""start_span"": 112, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""HT - 29 colon cancer cells"", ""start_span"": 122, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""colon cancer"", ""start_span"": 230, ""end_span"": 242, ""type"": ""Cancer""}]"
Expression of thymidylate synthase and dihydropyrimidine dehydrogenase in primary oral squamous cell carcinoma and corresponding metastases in cervical lymph nodes: association with the metastasis suppressor CD82.	"thymidylate synthase	14	34	Gene_or_gene_product"	"dihydropyrimidine dehydrogenase	39	70	Gene_or_gene_product"	"primary oral squamous cell carcinoma	74	110	Cancer"	"cervical lymph nodes	143	163	Multi"	"CD82	208	212	Gene_or_gene_product"	"[{""token"": ""thymidylate synthase"", ""start_span"": 14, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""dihydropyrimidine dehydrogenase"", ""start_span"": 39, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""primary oral squamous cell carcinoma"", ""start_span"": 74, ""end_span"": 110, ""type"": ""Cancer""}, {""token"": ""cervical lymph nodes"", ""start_span"": 143, ""end_span"": 163, ""type"": ""Multi""}, {""token"": ""CD82"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Gene_or_gene_product""}]"
Although 5 - FU is often used for the treatment of oral carcinoma, there has not been any investigation into the expression of these enzymes in metastatic lymph nodes or of their roles in the effectiveness of 5 - FU in treating lymph node - metastatic cancer.	"5 - FU	9	15	Chemical"	"oral carcinoma	51	65	Cancer"	"metastatic lymph nodes	144	166	Multi"	"5 - FU	209	215	Chemical"	"lymph node - metastatic cancer	228	258	Cancer"	"[{""token"": ""5 - FU"", ""start_span"": 9, ""end_span"": 15, ""type"": ""Chemical""}, {""token"": ""oral carcinoma"", ""start_span"": 51, ""end_span"": 65, ""type"": ""Cancer""}, {""token"": ""metastatic lymph nodes"", ""start_span"": 144, ""end_span"": 166, ""type"": ""Multi""}, {""token"": ""5 - FU"", ""start_span"": 209, ""end_span"": 215, ""type"": ""Chemical""}, {""token"": ""lymph node - metastatic cancer"", ""start_span"": 228, ""end_span"": 258, ""type"": ""Cancer""}]"
These findings indicate that TS and CD82 may be of great value in assessing lymph node metastasis of OSCC, and could be taken as new targets for therapy of metastatic OSCC.	"TS	29	31	Gene_or_gene_product"	"CD82	36	40	Gene_or_gene_product"	"lymph node	76	86	Multi"	"OSCC	101	105	Cancer"	"OSCC	167	171	Cancer"	"[{""token"": ""TS"", ""start_span"": 29, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD82"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymph node"", ""start_span"": 76, ""end_span"": 86, ""type"": ""Multi""}, {""token"": ""OSCC"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Cancer""}, {""token"": ""OSCC"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Cancer""}]"
Impaired CK1 delta activity attenuates SV40 - induced cellular transformation in vitro and mouse mammary carcinogenesis in vivo.	"CK1 delta	9	18	Gene_or_gene_product"	"SV40	39	43	Organism"	"cellular	54	62	Cell"	"mouse	91	96	Organism"	"mammary	97	104	Organ"	"[{""token"": ""CK1 delta"", ""start_span"": 9, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Organism""}, {""token"": ""cellular"", ""start_span"": 54, ""end_span"": 62, ""type"": ""Cell""}, {""token"": ""mouse"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Organism""}, {""token"": ""mammary"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Organ""}]"
Various cellular kinases, among them members of the CK1 family, play an important role in modulating the transforming activity of SV40, including the transforming activity of T - Ag, the major transforming protein of SV40, itself.	"cellular	8	16	Cell"	"CK1	52	55	Gene_or_gene_product"	"SV40	130	134	Organism"	"T - Ag	175	181	Gene_or_gene_product"	"SV40	217	221	Organism"	"[{""token"": ""cellular"", ""start_span"": 8, ""end_span"": 16, ""type"": ""Cell""}, {""token"": ""CK1"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Organism""}, {""token"": ""T - Ag"", ""start_span"": 175, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Organism""}]"
The reduced CK1delta activity did not affect early lesion formation during tumorigenesis, suggesting that impaired CK1delta activity reduces the probability for outgrowth of in situ carcinomas to invasive carcinomas.	"CK1delta	12	20	Gene_or_gene_product"	"lesion	51	57	Pathological_formation"	"CK1delta	115	123	Gene_or_gene_product"	"in situ carcinomas	174	192	Cancer"	"invasive carcinomas	196	215	Cancer"	"[{""token"": ""CK1delta"", ""start_span"": 12, ""end_span"": 20, ""type"": ""Gene_or_gene_product""}, {""token"": ""lesion"", ""start_span"": 51, ""end_span"": 57, ""type"": ""Pathological_formation""}, {""token"": ""CK1delta"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}, {""token"": ""in situ carcinomas"", ""start_span"": 174, ""end_span"": 192, ""type"": ""Cancer""}, {""token"": ""invasive carcinomas"", ""start_span"": 196, ""end_span"": 215, ""type"": ""Cancer""}]"
